,Data,Label 
14822,$content.targeting.eventList.attributeList.value,
14823,$content.targeting.eventList.attributeList.usage,
14824,$content.lastDeliveryId,
14825,$content.channel,
14826,$totalElements,
14827,$isLastPage,
14828,$params.pageNum,
14829,$params.pageSize,
14830,$schedule.type,
14831,$schedule.days,
14832,$schedule.atTime,
14833,$schedule.intervalHoursAtTime.minutes,
14834,$schedule.intervalHoursAtTime.from,
14835,$schedule.intervalHoursAtTime.to,
14836,$schedule.cron,
14837,$deliveryType,
14838,$repetitionType,
14839,$retailerId,
14840,$imageLink,
14841,$deeplink,
14842,$targeting.sex,
14843,$targeting.ageInterval.gte,
14844,$targeting.ageInterval.lte,
14845,$targeting.hasCardFromRetailerList,
14846,$targeting.mobilePlatform,
14847,$targeting.kohortTargeting.id,
14848,$targeting.kohortTargeting.usingType,
14849,$targeting.registrationInterval.gte,
14850,$targeting.registrationInterval.lte,
14851,$targeting.geo.usingType,
14852,$targeting.geo.cities.name,
14853,$targeting.geo.countries.name,
14854,$targeting.canTokenize,
14855,$targeting.lastActiveInterval.gte,
14856,$targeting.lastActiveInterval.lte,
14857,$targeting.limit,
14858,$targeting.deliveries.included,
14859,$targeting.deliveries.excluded,
14860,$targeting.phoneModels,
14861,$targeting.appVersions.minVersion,
14862,$targeting.appVersions.detailedVersions.platform,
14863,$targeting.appVersions.detailedVersions.version,
14864,$targeting.eventList.name,
14865,$targeting.eventList.isExecute,
14866,$targeting.eventList.interval.gte,
14867,$targeting.eventList.interval.lte,
14868,$targeting.eventList.attributeList.name,
14869,$targeting.eventList.attributeList.value,
14870,$targeting.eventList.attributeList.usage,
14871,$lastDeliveryId,
14872,$successPhones,
14873,$failPhones,
14874,$deliveryId,
14875,$sent,
14876,$delivered,
14877,$opened,
14878,$path,
14879,$method,
14880,$descr,
14881,$msg,
14882,$amo_id,
14883,$amo_group_id,
14884,$amo_group_name,
14885,$region_name,
14886,$abbr,
14887,$time_offset,
14888,$show_on_sites,
14889,$status_coven,
14890,$deleted_at,
14891,$distance,
14892,$city_id,
14893,$date_open,
14894,$phones.id,
14895,$phones.branch_id,
14896,$phones.domain,
14897,$phones.phone,
14898,$phones.created_at,
14899,$phones.updated_at,
14900,$phones.deleted_at,
14901,$work_hours,
14902,$address_comment,
14903,$entity,
14904,$first_day_pay,
14905,$map_code,
14906,$preview,
14907,$tariff1,
14908,$tariff2,
14909,$tariff3,
14910,$weekends.id,
14911,$weekends.branch_id,
14912,$weekends.start_date,
14913,$weekends.end_date,
14914,$weekends.comment,
14915,$weekends.created_at,
14916,$weekends.updated_at,
14917,$weekends.deleted_at,
14918,$phones,TN
14919,$branch_id,
14920,$retryAfter,
14921,$sign,
14922,$end_date,
14923,$amo_user_id,
14924,$fio_nominative,
14925,$fio_genitive,
14926,$cities,CITY
14927,$license,
14928,$amount_clients,
14929,$amount_coworkers,
14930,$copyright,
14931,$socialSecurityNumber,NI
14932,$physicalAddress.street,HADD
14933,$physicalAddress.city,CITY
14934,$physicalAddress.state,ST
14935,$physicalAddress.zipCode,HADD
14936,$billingAddress.street,HADD
14937,$billingAddress.city,CITY
14938,$billingAddress.state,ST
14939,$billingAddress.zipCode,HADD
14940,$paymentMethods.accountType,
14941,$paymentMethods.institutionName,
14942,$paymentMethods.routingNumber,
14943,$paymentMethods.accountNumber,
14944,$paymentMethods.nameOnAccount,FN
14945,$paymentMethods.accountNickname,FINA
14946,$paymentMethods.nameOnCard,FN
14947,$paymentMethods.cardNumber,CCN
14948,$paymentMethods.expirationDate,
14949,$paymentMethods.cardVerificationValue,
14950,$paymentMethods.cardNickname,FINA
14951,$applicant.id,
14952,$applicant.firstName,FINA
14953,$applicant.lastName,LN
14954,$applicant.dateOfBirth,DOB
14955,$applicant.socialSecurityNumber,NI
14956,$applicant.physicalAddress.street,HADD
14957,$applicant.physicalAddress.city,CITY
14958,$applicant.physicalAddress.state,ST
14959,$applicant.physicalAddress.zipCode,HADD
14960,$applicant.billingAddress.street,HADD
14961,$applicant.billingAddress.city,CITY
14962,$applicant.billingAddress.state,ST
14963,$applicant.billingAddress.zipCode,HADD
14964,$applicant.emailAddress,EMAIL
14965,$applicant.phoneNumber,TN
14966,$applicant.username,FN
14967,$applicant.password,
14968,$applicant.paymentMethods.accountType,
14969,$applicant.paymentMethods.institutionName,
14970,$applicant.paymentMethods.routingNumber,
14971,$applicant.paymentMethods.accountNumber,
14972,$applicant.paymentMethods.nameOnAccount,
14973,$applicant.paymentMethods.accountNickname,FINA
14974,$applicant.paymentMethods.nameOnCard,FN
14975,$applicant.paymentMethods.cardNumber,CCN
14976,$applicant.paymentMethods.expirationDate,
14977,$applicant.paymentMethods.cardVerificationValue,
14978,$applicant.paymentMethods.cardNickname,FINA
14979,$applicantEmployment.employerName,FN
14980,$applicantEmployment.employerAddress.street,HADD
14981,$applicantEmployment.employerAddress.city,CITY
14982,$applicantEmployment.employerAddress.state,ST
14983,$applicantEmployment.employerAddress.zipCode,HADD
14984,$applicantEmployment.employerPhoneNumber,TN
14985,$applicantEmployment.startDate,
14986,$applicantEmployment.salary,SL
14987,$applicantEmployment.hourlyWage,
14988,$loanType,
14989,$borrower.id,
14990,$borrower.firstName,FINA
14991,$borrower.lastName,LN
14992,$borrower.dateOfBirth,DOB
14993,$borrower.socialSecurityNumber,NI
14994,$borrower.physicalAddress.street,HADD
14995,$borrower.physicalAddress.city,CITY
14996,$borrower.physicalAddress.state,ST
14997,$borrower.physicalAddress.zipCode,HADD
14998,$borrower.billingAddress.street,HADD
14999,$borrower.billingAddress.city,CITY
15000,$borrower.billingAddress.state,ST
15001,$borrower.billingAddress.zipCode,HADD
15002,$borrower.emailAddress,EMAIL
15003,$borrower.phoneNumber,TN
15004,$borrower.username,FN
15005,$borrower.password,
15006,$borrower.paymentMethods.accountType,
15007,$borrower.paymentMethods.institutionName,
15008,$borrower.paymentMethods.routingNumber,
15009,$borrower.paymentMethods.accountNumber,
15010,$borrower.paymentMethods.nameOnAccount,FN
15011,$borrower.paymentMethods.accountNickname,FINA
15012,$borrower.paymentMethods.nameOnCard,FN
15013,$borrower.paymentMethods.cardNumber,CCN
15014,$borrower.paymentMethods.expirationDate,
15015,$borrower.paymentMethods.cardVerificationValue,
15016,$borrower.paymentMethods.cardNickname,FINA
15017,$annualPercentageRate,
15018,$termLength,
15019,$disbursementDate,
15020,$dueDate,
15021,$originalAmount,
15022,$principalBalance,
15023,$accruedInterest,
15024,$outstandingBalance,
15025,$payments.loanId,
15026,$payments.paymentId,
15027,$payments.paymentMethod.accountType,
15028,$payments.paymentMethod.institutionName,
15029,$payments.paymentMethod.routingNumber,
15030,$payments.paymentMethod.accountNumber,
15031,$payments.paymentMethod.nameOnAccount,FN
15032,$payments.paymentMethod.accountNickname,FINA
15033,$payments.paymentAmount,
15034,$loanId,
15035,$paymentId,
15036,$paymentMethod.accountType,
15037,$paymentMethod.institutionName,
15038,$paymentMethod.routingNumber,
15039,$paymentMethod.accountNumber,
15040,$paymentMethod.nameOnAccount,FN
15041,$paymentMethod.accountNickname,FINA
15042,$paymentAmount,
15043,$paymentDate,
15044,$reserveRejectedList.id,
15045,$reserveRejectedList.userName,FN
15046,$reserveRejectedList.identifier,NI
15047,$reserveRejectedList.iniDate,
15048,$reserveRejectedList.endDate,
15049,$reserveRejectedList.hotelName,
15050,$reserveRejectedList.roomTypeName,
15051,$reserveRejectedList.roomName,
15052,$reserveRejectedList.state,
15053,$reserveRejectedList.channelName,
15054,$reserveRejectedList.date,
15055,$reserveRejectedList.roomId,
15056,$reserveToCancelManualList.id,
15057,$reserveToCancelManualList.userName,FN
15058,$reserveToCancelManualList.identifier,NI
15059,$reserveToCancelManualList.iniDate,
15060,$reserveToCancelManualList.endDate,
15061,$reserveToCancelManualList.hotelName,
15062,$reserveToCancelManualList.roomTypeName,
15063,$reserveToCancelManualList.roomName,
15064,$reserveToCancelManualList.state,
15065,$reserveToCancelManualList.channelName,
15066,$reserveToCancelManualList.date,
15067,$reserveToCancelManualList.roomId,
15068,$reserveToCheckTravelRegisterList.id,
15069,$reserveToCheckTravelRegisterList.userName,FN
15070,$reserveToCheckTravelRegisterList.identifier,NI
15071,$reserveToCheckTravelRegisterList.iniDate,
15072,$reserveToCheckTravelRegisterList.endDate,
15073,$reserveToCheckTravelRegisterList.hotelName,
15074,$reserveToCheckTravelRegisterList.roomTypeName,
15075,$reserveToCheckTravelRegisterList.roomName,
15076,$reserveToCheckTravelRegisterList.state,
15077,$reserveToCheckTravelRegisterList.channelName,
15078,$reserveToCheckTravelRegisterList.date,
15079,$reserveToCheckTravelRegisterList.roomId,
15080,$reserveToReadList.id,
15081,$reserveToReadList.userName,FN
15082,$reserveToReadList.identifier,NI
15083,$reserveToReadList.iniDate,
15084,$reserveToReadList.endDate,
15085,$reserveToReadList.hotelName,
15086,$reserveToReadList.roomTypeName,
15087,$reserveToReadList.roomName,
15088,$reserveToReadList.state,
15089,$reserveToReadList.channelName,
15090,$reserveToReadList.date,
15091,$reserveToReadList.roomId,
15092,$reserveWithoutTravelRegisterList.id,
15093,$reserveWithoutTravelRegisterList.userName,FN
15094,$reserveWithoutTravelRegisterList.identifier,NI
15095,$reserveWithoutTravelRegisterList.iniDate,
15096,$reserveWithoutTravelRegisterList.endDate,
15097,$reserveWithoutTravelRegisterList.hotelName,
15098,$reserveWithoutTravelRegisterList.roomTypeName,
15099,$reserveWithoutTravelRegisterList.roomName,
15100,$reserveWithoutTravelRegisterList.state,
15101,$reserveWithoutTravelRegisterList.channelName,
15102,$reserveWithoutTravelRegisterList.date,
15103,$reserveWithoutTravelRegisterList.roomId,
15104,$airbnbPendingRequestList.id,
15105,$airbnbPendingRequestList.userName,FN
15106,$airbnbPendingRequestList.identifier,NI
15107,$airbnbPendingRequestList.iniDate,
15108,$airbnbPendingRequestList.endDate,
15109,$airbnbPendingRequestList.hotelName,
15110,$airbnbPendingRequestList.roomTypeName,
15111,$airbnbPendingRequestList.roomName,
15112,$airbnbPendingRequestList.state,
15113,$airbnbPendingRequestList.channelName,
15114,$airbnbPendingRequestList.date,
15115,$airbnbPendingRequestList.roomId,
15116,$messagesAndClientInquiriesPendingRequestList.id,
15117,$messagesAndClientInquiriesPendingRequestList.userName,FN
15118,$messagesAndClientInquiriesPendingRequestList.identifier,NI
15119,$messagesAndClientInquiriesPendingRequestList.iniDate,
15120,$messagesAndClientInquiriesPendingRequestList.endDate,
15121,$messagesAndClientInquiriesPendingRequestList.hotelName,
15122,$messagesAndClientInquiriesPendingRequestList.roomTypeName,
15123,$messagesAndClientInquiriesPendingRequestList.roomName,
15124,$messagesAndClientInquiriesPendingRequestList.state,
15125,$messagesAndClientInquiriesPendingRequestList.channelName,
15126,$messagesAndClientInquiriesPendingRequestList.date,
15127,$messagesAndClientInquiriesPendingRequestList.roomId,
15128,$userAuxList.id,
15129,$userAuxList.name,
15130,$userAuxList.entityType,
15131,$userAuxList.firstName,FINA
15132,$userAuxList.lastName,LN
15133,$userAuxList.phone,TN
15134,$userAuxList.address,HADD
15135,$userAuxList.email,EMAIL
15136,$userAuxList.languageId,
15137,$userAuxList.lastConnection,
15138,$userAuxList.creationDate,
15139,$userAuxList.active,
15140,$environmentDataAuxList.id,
15141,$environmentDataAuxList.name,
15142,$environmentDataAuxList.entityType,
15143,$zoneAuxList.id,
15144,$zoneAuxList.name,
15145,$zoneAuxList.environmentDataId,
15146,$zoneAuxList.entityType,
15147,$hotelAuxList.id,
15148,$hotelAuxList.name,
15149,$hotelAuxList.zoneId,
15150,$hotelAuxList.environmentDataId,
15151,$hotelAuxList.entityType,
15152,$roomTypeAuxList.id,
15153,$roomTypeAuxList.name,
15154,$roomTypeAuxList.hotelId,
15155,$roomTypeAuxList.environmentDataId,
15156,$roomTypeAuxList.entityType,
15157,$roomAuxList.id,
15158,$roomAuxList.name,
15159,$roomAuxList.roomTypeId,
15160,$roomAuxList.environmentDataId,
15161,$roomAuxList.entityType,
15162,$roleAuxList.id,
15163,$roleAuxList.name,
15164,$roleAuxList.environmentDataId,
15165,$roleAuxList.entityType,
15166,$channelAuxList.id,
15167,$channelAuxList.name,
15168,$channelAuxList.environmentDataId,
15169,$channelAuxList.entityType,
15170,$billingEntityAuxList.id,
15171,$billingEntityAuxList.name,
15172,$billingEntityAuxList.environmentDataId,
15173,$billingEntityAuxList.entityType,
15174,$userRoleAuxList.userId,
15175,$userRoleAuxList.roleId,
15176,$userRoleAuxList.entityType,
15177,$languageAuxList.id,
15178,$languageAuxList.name,
15179,$languageAuxList.entityType,
15180,$permissionAuxList.id,
15181,$permissionAuxList.name,
15182,$permissionAuxList.entityType,
15183,$userEnvironmentDataAuxList.userId,
15184,$userEnvironmentDataAuxList.environmentDataId,
15185,$userEnvironmentDataAuxList.entityType,
15186,$userEnvironmentDataViewAuxList.userId,
15187,$userEnvironmentDataViewAuxList.environmentDataId,
15188,$userEnvironmentDataViewAuxList.entityType,
15189,$userZoneAuxList.userId,
15190,$userZoneAuxList.zoneId,
15191,$userZoneAuxList.entityType,
15192,$userHotelAuxList.userId,
15193,$userHotelAuxList.hotelId,
15194,$userHotelAuxList.entityType,
15195,$userRoomTypeAuxList.userId,
15196,$userRoomTypeAuxList.roomTypeId,
15197,$userRoomTypeAuxList.entityType,
15198,$userRoomAuxList.userId,
15199,$userRoomAuxList.roomId,
15200,$userRoomAuxList.entityType,
15201,$userChannelAuxList.userId,
15202,$userChannelAuxList.channelId,
15203,$userChannelAuxList.entityType,
15204,$userBillingEntityList.userId,
15205,$userBillingEntityList.billingEntityId,
15206,$userBillingEntityList.entityType,
15207,$reportAuxList.id,
15208,$reportAuxList.name,
15209,$reportAuxList.entityType,
15210,$rolePredefinedList.id,
15211,$rolePredefinedList.value,
15212,$rateAuxList.id,
15213,$rateAuxList.name,
15214,$rateAuxList.environmentDataId,
15215,$rateAuxList.entityType,
15216,$percentTypeList.id,
15217,$percentTypeList.value,
15218,$signedList.id,
15219,$signedList.value,
15220,$filterList.id,
15221,$filterList.value,
15222,$restrictionTypeList.id,
15223,$restrictionTypeList.value,
15224,$offerAuxList.id,
15225,$offerAuxList.name,
15226,$offerAuxList.shortName,
15227,$offerAuxList.colorCode,
15228,$offerAuxList.startHour,
15229,$offerAuxList.endHour,
15230,$offerAuxList.discountType,
15231,$offerAuxList.discount,
15232,$offerAuxList.minPerson,
15233,$offerAuxList.maxPerson,
15234,$offerAuxList.exactPerson,
15235,$offerAuxList.release,
15236,$offerAuxList.timeBeforeEntry,
15237,$offerAuxList.minDays,
15238,$offerAuxList.maxDays,
15239,$offerAuxList.exactDays,
15240,$offerAuxList.active,
15241,$offerAuxList.environmentDataId,
15242,$offerAuxList.entityState,
15243,$offerAuxList.entityType,
15244,$offerChannelList.offerId,
15245,$offerChannelList.channelId,
15246,$offerChannelList.entityType,
15247,$offerRateList.offerId,
15248,$offerRateList.rateId,
15249,$offerRateList.entityType,
15250,$offerRoomTypeList.offerId,
15251,$offerRoomTypeList.roomTypeId,
15252,$offerRoomTypeList.entityType,
15253,$vatTypeAuxList.id,
15254,$vatTypeAuxList.name,
15255,$vatTypeAuxList.vat,
15256,$vatTypeAuxList.environmentDataId,
15257,$vatTypeAuxList.entityType,
15258,$extraList.id,
15259,$extraList.value,
15260,$rateConditionList.rateId,
15261,$rateConditionList.languageId,
15262,$rateConditionList.rateName,
15263,$rateConditionList.rateCondition,
15264,$cancellationPolicyList.id,
15265,$cancellationPolicyList.value,
15266,$regimeRateList.id,
15267,$regimeRateList.value,
15268,$typologyIneList.id,
15269,$typologyIneList.value,
15270,$laanguageList.id,
15271,$laanguageList.value,
15272,$Consumer.consumerType,
15273,$Consumer.date,
15274,$Consumer.Services.code,
15275,$Consumer.Services.Statuses.serviceName,
15276,$translate-status,
15277,$translatedDocumentName,
15278,$suggestion,
15279,$condition.severity,
15280,$condition.code,
15281,$condition.value,
15282,$bank.address.country,
15283,$bank.address.town,
15284,$bank.address.propertyName,
15285,$bank.address.flat,
15286,$bank.address.addressLine1,
15287,$bank.address.addressLine2,
15288,$bank.address.postCode,
15289,$bank.address.propertyNumber,
15290,$bank.institutionName,
15291,$bank.branchName,
15292,$account.rollNumber,
15293,$account.accountNumber,
15294,$account.sortCode,
15295,$accountStatus,
15296,$personalDetailsMatch,
15297,$addressDetailsMatch,HADD
15298,$accountMatch,
15299,$sub_district,CITY
15300,$district,CITY
15301,$province,
15302,$address_no,HADD
15303,$building,HADD
15304,$room_no,HADD
15305,$floor_no,HADD
15306,$moo,HADD
15307,$road,HADD
15308,$no_individual,
15309,$no_corporate,
15310,$no_legal,
15311,$no_trademark,FN
15312,$rate,
15313,$expired_date,
15314,$type_id,
15315,$full_name,FN
15316,$tel_no,TN
15317,$prefix_id,
15318,$prefix,
15319,$id_no,
15320,$tel_ext,
15321,$mobile_no,TN
15322,$reg_no,VR
15323,$fax_no,EMAIL
15324,$has_alerted,
15325,$organization.id,
15326,$organization.name,
15327,$sector.id,
15328,$sector.name,
15329,$sub.id,
15330,$sub.name,
15331,$expire_date,
15332,$upload_image.id,
15333,$upload_image.url,
15334,$tr_no,
15335,$owner_name,
15336,$delegate_type_id,
15337,$delegate_start,
15338,$delegate_end,
15339,$products.class_no,
15340,$products.product,
15341,$products.instruction,
15342,$products.uploads,
15343,$upload_delegates,
15344,$upload_trademarks,
15345,$upload_documents,
15346,$products.class,
15347,$search_date,
15348,$images.id,
15349,$images.url,
15350,$total_pages,
15351,$next_page,
15352,$previous_page,
15353,$data.shipping_address.id,HADD
15354,$data.shipping_address.code,HADD
15355,$data.shipping_address.name,HADD
15356,$data.shipping_address.company,HADD
15357,$data.shipping_address.line1,HADD
15358,$data.shipping_address.line2,HADD
15359,$data.shipping_address.city,CITY
15360,$data.shipping_address.state,ST
15361,$data.shipping_address.zip,HADD
15362,$data.shipping_address.country,CC
15363,$data.shipping_address.phone,HADD
15364,$data.shipping_address.fax,HADD
15365,$data.shipping_address.email,EMAIL
15366,$data.shipping_method.id,
15367,$data.shipping_method.code,
15368,$data.shipping_method.name,
15369,$data.billing_address.id,HADD
15370,$data.billing_address.code,HADD
15371,$data.billing_address.name,HADD
15372,$data.billing_address.company,HADD
15373,$data.billing_address.line1,HADD
15374,$data.billing_address.line2,HADD
15375,$data.billing_address.city,CITY
15376,$data.billing_address.state,ST
15377,$data.billing_address.zip,HADD
15378,$data.billing_address.country,CC
15379,$data.billing_address.phone,HADD
15380,$data.sales_representative.id,
15381,$data.sales_representative.username,FN
15382,$data.sales_representative.code,
15383,$data.payment_method.id,
15384,$data.payment_method.code,
15385,$data.payment_method.name,
15386,$data.price_type.id,
15387,$data.price_type.name,
15388,$data.price_type.currency,
15389,$data.price_type.currency_retail,
15390,$data.discount.discount,
15391,$data.total,
15392,$data.date_approved,
15393,$data.collection.id,
15394,$data.collection.name,
15395,$data.collection.code,
15396,$data.collection.start_ship_date,
15397,$data.collection.end_ship_date,
15398,$data.warehouse.id,
15399,$data.warehouse.code,
15400,$data.warehouse.name,
15401,$data.comments,
15402,$data.internal_comments,
15403,$data.event.event,
15404,$data.event.code,
15405,$data.type.name,
15406,$data.type.code,
15407,$data.season.id,
15408,$data.season.code,
15409,$data.author.id,
15410,$data.author.username,FN
15411,$data.author.email,EMAIL
15412,$data.customer.name,FN
15413,$data.customer.code,
15414,$data.customer.buyer_name,
15415,$data.buyer.name,FN
15416,$data.buyer.email,EMAIL
15417,$data.tracking_number,CCN
15418,$data.export_status,
15419,$data.export_description,
15420,$data.exported_on,
15421,$errors.status,
15422,$errors.message,
15423,$data.brand_payment_method.id,
15424,$data.brand_payment_method.code,
15425,$errors.details.customer_id,
15426,$errors.details.customer_code,
15427,$errors.details.price_type_id,
15428,$errors.details.price_type_name,
15429,$errors.details.collection_id,
15430,$errors.details.collection_code,
15431,$errors.details.status,
15432,$errors.details.shipping_address_id,HADD
15433,$errors.details.shipping_address_code,HADD
15434,$errors.details.billing_address_id,HADD
15435,$errors.details.billing_address_code,HADD
15436,$errors.details.sales_rep_id,
15437,$errors.details.sales_rep_code,
15438,$errors.details.payment_method_id,
15439,$errors.details.payment_method_code,
15440,$errors.details.tracking_number,
15441,$errors.details.export_status,
15442,$errors.details.export_description,
15443,$errors.details.buyer_id,
15444,$errors.details.shipping_method_id,
15445,$errors.details.shipping_method_code,
15446,$errors.details.po_number,
15447,$errors.details.id,
15448,$data.order_id,
15449,$data.line_item_sku.original_id,
15450,$data.line_item_sku.sku_identifier,
15451,$data.line_item_sku.upc,
15452,$data.line_item_sku.product.id,
15453,$data.line_item_sku.product.external_id,
15454,$data.line_item_sku.product.identifier,
15455,$data.line_item_sku.product.name,
15456,$data.line_item_sku.wholesale_price,
15457,$data.line_item_sku.suggested_retail_price,
15458,$data.line_item_sku.trait_values.trait.id,
15459,$data.line_item_sku.trait_values.trait.name,
15460,$data.line_item_sku.trait_values.trait.type,
15461,$data.line_item_sku.trait_values.value,
15462,$data.line_item_sku.trait_values.external_id,
15463,$data.quantity,
15464,$data.cancelled,
15465,$errors.details.order_id,
15466,$errors.details.sku_id,
15467,$errors.details.quantity,
15468,$errors.details.wholesale_price,
15469,$errors.details.sku_identifier,
15470,$data.transaction_id,
15471,$personnelNo,
15472,$addresses.sequenceNo,HADD
15473,$addresses.startDate,HADD
15474,$addresses.endDate,HADD
15475,$addresses.careOf,HADD
15476,$addresses.addressLine1,HADD
15477,$addresses.addressLine2,HADD
15478,$addresses.suburb,HADD
15479,$addresses.postcode,PC
15480,$addresses.country,CC
15481,$addresses.subtype.text,HADD
15482,$orgAssignment.id,
15483,$orgAssignment.startDate,
15484,$orgAssignment.endDate,
15485,$orgAssignment.companyCode.text,
15486,$orgAssignment.companyCode.id,
15487,$orgAssignment.personnelArea.text,
15488,$orgAssignment.personnelArea.id,
15489,$orgAssignment.personnelSubarea.text,
15490,$orgAssignment.personnelSubarea.id,
15491,$orgAssignment.employeeGroup.text,
15492,$orgAssignment.employeeGroup.id,
15493,$orgAssignment.employeeSubgroup.text,
15494,$orgAssignment.employeeSubgroup.id,
15495,$orgAssignment.position.text,
15496,$orgAssignment.position.id,
15497,$orgAssignment.position.abbrev,
15498,$orgAssignment.orgUnit.text,
15499,$orgAssignment.orgUnit.id,
15500,$orgAssignment.orgUnit.abbrev,
15501,$personalData.startDate,
15502,$personalData.endDate,
15503,$personalData.title,
15504,$personalData.firstName,FINA
15505,$personalData.middleName,FINA
15506,$personalData.lastName,LN
15507,$personalData.previousSurname,LN
15508,$personalData.initials,FINA
15509,$personalData.preferredName,FN
15510,$personalData.gender,GN
15511,$personalData.genderSpecified,GN
15512,$personalData.dateOfBirth,DOB
15513,$personalData.dateOfBirthSpecified,DOB
15514,$personalData.occupation,JP
15515,$personalData.vAMembership,
15516,$action.startDate,
15517,$action.endDate,
15518,$action.employmentStatus.text,
15519,$action.employmentStatus.id,
15520,$action.id,
15521,$qualifications.startDate,
15522,$qualifications.endDate,
15523,$qualifications.qualification.text,
15524,$qualifications.qualification.id,
15525,$qualifications.qualification.abbrev,
15526,$qualifications.qualificationType.text,
15527,$qualifications.qualificationType.id,
15528,$qualifications.qualificationGroup.text,
15529,$qualifications.qualificationGroup.id,
15530,$qualifications.id,
15531,$contact.phones.id,TN
15532,$contact.phones.numberType.text,TN
15533,$contact.phones.numberType.id,TN
15534,$contact.phones.typeSequenceNo,TN
15535,$contact.phones.number,TN
15536,$contact.phones.silent,TN
15537,$contact.pagers.startDate,
15538,$contact.pagers.endDate,
15539,$contact.pagers.number,
15540,$contact.pagers.line1,
15541,$contact.pagers.line2,
15542,$contact.pagers.line3,
15543,$contact.pagers.id,
15544,$contact.emails.id,EMAIL
15545,$contact.emails.subtype.text,EMAIL
15546,$contact.emails.subtype.id,
15547,$contact.emails.startDate,
15548,$contact.emails.endDate,
15549,$contact.emails.emailAddress,EMAIL
15550,$contact.emails.restricted,
15551,$medicalRecord.id,
15552,$medicalRecord.subtype.text,
15553,$medicalRecord.subtype.id,
15554,$medicalRecord.date,
15555,$medicalRecord.previousExam,
15556,$medicalRecord.previousExamSpecified,
15557,$medicalRecord.examResult.text,
15558,$medicalRecord.examResult.id,
15559,$medicalRecord.longText,
15560,$medicalRecord.examAreas.examArea.text,
15561,$medicalRecord.examAreas.examArea.id,
15562,$medicalRecord.examAreas.date,
15563,$medicalRecord.examAreas.dateSpecified,
15564,$medicalRecord.examAreas.examAreaResult.text,
15565,$medicalRecord.examAreas.examAreaResult.id,
15566,$medicalRecord.examAreas.internalMedicalService,
15567,$medicalRecord.examAreas.internalMedicalServiceSpecified,
15568,$license.id,
15569,$license.startDate,
15570,$license.endDate,
15571,$license.license.text,
15572,$license.license.id,
15573,$license.licenseClass.text,
15574,$license.licenseClass.id,
15575,$license.licenseArea.text,
15576,$license.licenseArea.id,
15577,$license.documentNo,
15578,$diversityInfo.id,
15579,$diversityInfo.startDate,
15580,$diversityInfo.endDate,
15581,$diversityInfo.gender,GN
15582,$diversityInfo.genderSpecified,GN
15583,$diversityInfo.ATSI.text,
15584,$diversityInfo.ATSI.id,
15585,$diversityInfo.racialOrEthnicGroup,
15586,$diversityInfo.racialOrEthnicGroupSpecified,
15587,$diversityInfo.englishAsFirstLanguage,
15588,$diversityInfo.englishAsFirstLanguageSpecified,
15589,$diversityInfo.mainNonEnglishLanguage.text,
15590,$diversityInfo.mainNonEnglishLanguage.id,
15591,$diversityInfo.disability.text,
15592,$diversityInfo.disability.id,
15593,$awards.id,
15594,$awards.startDate,
15595,$awards.endDate,
15596,$awards.sequenceNo,
15597,$awards.award.text,
15598,$awards.award.id,
15599,$awards.longText,
15600,$employeeData.subRank.id,
15601,$employeeData.subRank.startDate,
15602,$employeeData.subRank.endDate,
15603,$employeeData.subRank.subrank.text,
15604,$employeeData.subRank.subrank.id,
15605,$employeeData.employeeTasks.id,
15606,$employeeData.employeeTasks.taskDate,
15607,$employeeData.employeeTasks.taskType.text,
15608,$employeeData.employeeTasks.taskType.id,
15609,$employeeData.employeeTasks.taskStatus.text,
15610,$employeeData.employeeTasks.taskStatus.id,
15611,$employeeData.employeeTasks.position.text,
15612,$employeeData.employeeTasks.position.id,
15613,$employeeData.employeeTasks.position.abbrev,
15614,$employeeData.higherDuty.id,
15615,$employeeData.higherDuty.startDate,
15616,$employeeData.higherDuty.endDate,
15617,$employeeData.higherDuty.companyCode.text,
15618,$employeeData.higherDuty.companyCode.id,
15619,$employeeData.higherDuty.personnelArea.text,
15620,$employeeData.higherDuty.personnelArea.id,
15621,$employeeData.higherDuty.personnelSubarea.text,
15622,$employeeData.higherDuty.personnelSubarea.id,
15623,$employeeData.higherDuty.employeeGroup.text,
15624,$employeeData.higherDuty.employeeGroup.id,
15625,$employeeData.higherDuty.employeeSubgroup.text,
15626,$employeeData.higherDuty.employeeSubgroup.id,
15627,$employeeData.higherDuty.position.text,
15628,$employeeData.higherDuty.position.id,
15629,$employeeData.higherDuty.position.abbrev,
15630,$employeeData.higherDuty.orgUnit.text,
15631,$employeeData.higherDuty.orgUnit.id,
15632,$employeeData.higherDuty.orgUnit.abbrev,
15633,$employeeData.employeeRoles.id,
15634,$employeeData.employeeRoles.startDate,
15635,$employeeData.employeeRoles.endDate,
15636,$employeeData.employeeRoles.role.text,
15637,$employeeData.employeeRoles.role.id,
15638,$employeeData.employeeRoles.position.text,
15639,$employeeData.employeeRoles.position.id,
15640,$employeeData.employeeRoles.position.abbrev,
15641,$volunteerData.id,
15642,$volunteerData.volunteerAssignment.id,
15643,$volunteerData.volunteerAssignment.startDate,
15644,$volunteerData.volunteerAssignment.endDate,
15645,$volunteerData.volunteerAssignment.position.text,
15646,$volunteerData.volunteerAssignment.position.id,
15647,$volunteerData.volunteerAssignment.position.abbrev,
15648,$volunteerData.volunteerAssignment.memberStatus.text,
